,model,score_test,score_val,eval_metric,pred_time_test,pred_time_val,fit_time,pred_time_test_marginal,pred_time_val_marginal,fit_time_marginal,stack_level,can_infer,fit_order
0,LightGBMXT,-8738.78720026786,-7963.539166273884,root_mean_squared_error,0.013702392578125,0.005286216735839844,121.1895604133606,0.013702392578125,0.005286216735839844,121.1895604133606,1,True,1
1,WeightedEnsemble_L2,-8738.78720026786,-7963.539166273884,root_mean_squared_error,0.018557310104370117,0.005544900894165039,121.19109058380127,0.004854917526245117,0.0002586841583251953,0.0015301704406738281,2,True,2
